,name,sku,price,text,categories,units,weight,total_weight
160,Palmiers,PACA0016_CX,13.50,"Contém 3 saquetas de 50g.
Peso total líquido de 150g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}, {'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
161,Pão de Forma de Cereais,PAPT0001_UN,16.50,1 embalagem tem um peso médio de 450g.,"[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",1,450,
162,Pão de Forma,PAPT0007_UN,15.50,1 embalagem tem um peso médio de 350g.,"[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",1,350,
163,Croissant de Spirulina e Sementes de Chia,PACA0021_CX,13.00,"Contém 3 croissants de 50g.
Peso total líquido de 150g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
164,Croissant,PACA0010_CX,12.50,"Contém 3 croissants de 50g.
Peso total líquido de 150g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
165,Croissant de Chocolate,PACA0011_CX,13.50,"Contém 3 croissants de 50g.
Peso total líquido de 150g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
166,Pão de Cereais,PAPT0002_CX,16.50,"Contém 5 unidades de 48g.
Peso líquido total de 240g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",5,48,240
167,Panettone com chocolate,PACA0013_CX,13.50,"Contém 3 unidades de 50g.
Peso neto: 150g","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
168,Muffin de Mirtilo,PACA0019_CX,14.00,"Contém 4 saquetas de 38g.
Peso total líquido de 152g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",4,38,152
169,Muffin de Gengibre e Canela,PACA0007_CX,14.00,"Contém 4 saquetas de 48g.
Peso total líquido de 192g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",4,48,192
170,Muffin de Framboesa,PACA0033_CX,15.00,"Contém 4 saquetas de 38g.
Peso total líquido de 152g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",4,38,152
171,Muffin Crisp,PACA0017_CX,14.00,"Contém 4 saquetas de 37g.
Peso total líquido de 148g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",4,37,148
172,Brownie de Chocolate com Nozes Pécan,PACA0015_CX,14.00,"Contém 4 saquetas de 37g.
Peso total líquido de 148g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",4,37,148
173,Baguette,PAPT0006_CX,11.50,"Contém 4 saquetas de 30g.
Peso total líquido de 120g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",4,30,120
174,Pro Pre B,SULA0002_UN,20.00,"Tomar 2 cápsulas por dia: 1 ao levantar e 1 cápsula ao deitar, acompanhadas por 200-250 ml de água.","[{'id': 67, 'name': 'Pro &amp; Pre Biótico', 'slug': 'pro-pre-bioticos'}, {'id': 19, 'name': 'Suplementos &amp; Elixires', 'slug': 'suplementos-elixires'}]",2,1,1
175,Crepe de Fiambre,SAOC0006_CX,16.50,"Contém 5 saquetas de 27g.
Peso total: 135g.","[{'id': 38, 'name': 'Omeletes', 'slug': 'omeletes'}]",5,27,135
176,Quiche Vegetariana,COCD0011_UN,12.50,"Contém 4 unidades de 55g.
Peso total: 220g.","[{'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}, {'id': 65, 'name': 'Vegetariano', 'slug': 'refeicoes-vegetarianas'}]",4,55,220
177,Lasanha Bolonhesa,SAPC0025_CX,21.90,"<strong>3 unidades de 150g
Peso total: 450g .</strong>","[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",3,150,450
178,Shaker Lev,ACAC0001_UN,1.50,,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 34, 'name': 'Crepes', 'slug': 'crepes'}, {'id': 38, 'name': 'Omeletes', 'slug': 'omeletes'}, {'id': 35, 'name': 'Sobremesas', 'slug': 'sobremesas'}, {'id': 41, 'name': 'Sopas', 'slug': 'sopas'}]",1,,
179,Salmão do Atlântico,SAPC0019_CX,15.00,"Contém 3 latas de 120g.
Peso total: 120g.
<div id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>","[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",3,120,120
180,Empada de Frango,COCS0002_UN,13.00,Contém 4 empadas de 55g.,"[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",4,55,
181,Pizza Vegetariana,COCS0001_UN,13.50,"Contém 3 fatias pizzas de 70g.
Peso neto: 210g","[{'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}, {'id': 65, 'name': 'Vegetariano', 'slug': 'refeicoes-vegetarianas'}]",3,70,210
182,Wrap de Trigo,SAPC0020_CX,9.50,"Contém 6 wraps de 40g.
Peso total: 240g.","[{'id': 40, 'name': 'Massa, Pizza &amp; Wrap', 'slug': 'massa-pizza-wrap'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}, {'id': 65, 'name': 'Vegetariano', 'slug': 'refeicoes-vegetarianas'}]",6,40,240
183,Base de Pizza,SAPC0011_CX,5.95,"Contém 2 bases de 50g.
Peso total: 100g.","[{'id': 40, 'name': 'Massa, Pizza &amp; Wrap', 'slug': 'massa-pizza-wrap'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",2,50,100
184,Peito de Frango com Cogumelos Selvagens,SAPC0013_CX,17.50,"Contém 3 unidades de 220g.
Peso total líquido de 660g.","[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",3,220,660
185,Penne,SAPC0018_CX,11.50,"Contém 3 refeições.
Peso total: 90g.","[{'id': 40, 'name': 'Massa, Pizza &amp; Wrap', 'slug': 'massa-pizza-wrap'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",3,90,
186,Tentação de Presunto,SAPC0017_CX,17.00,"Contém 4 saquetas de 40g.
Peso total: 160g.","[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",4,40,160
187,Salmão com Espinafres,SAPC0007_CX,17.50,"Contém 3 unidades de 220g.
Valor total: 660g.","[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",3,220,660
188,Salsichas,SAPC0005_CX,13.00,"Contém 3 embalagens de 100g.
Peso total: 300g.","[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",3,100,300
189,Especialidade de Carne,SAPC0008_CX,16.00,"Contém 4 saquetas de 30g.
Peso total: 120g.","[{'id': 39, 'name': 'Carne &amp; Peixe', 'slug': 'carne-peixe'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",4,30,120
190,Spaghetti de Konjac,SAPC0023_CX,14.50,"Contém 3 unidades de 150g.
Peso total: 450g.","[{'id': 40, 'name': 'Massa, Pizza &amp; Wrap', 'slug': 'massa-pizza-wrap'}, {'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}]",3,150,450
191,Sopa de Alho-Francês com Croutons,SASO0003_CX,16.50,"Contém 5 saquetas de 27g.
Peso total: 135g.","[{'id': 22, 'name': 'Refeições', 'slug': 'refeicoes'}, {'id': 41, 'name': 'Sopas', 'slug': 'sopas'}]",5,27,135
